nome_mun,pop2017,muni_code
Passira,28889,2610509
Paudalho,55942,2610608
Paulista,328353,2610707
Pedra,22505,2610806
Pesqueira,66881,2610905
Petrol\u00e2ndia,36108,2611002
Petrolina,343219,2611101
Po\u00e7\u00e3o,11268,2611200
Pombos,26960,2611309
Primavera,14798,2611408
Quipap\u00e1,25831,2611507
Quixaba,6802,2611533
Recife,1633697,2611606
Riacho das Almas,20392,2611705
Ribeir\u00e3o,47088,2611804
Rio Formoso,23379,2611903
Sair\u00e9,10065,2612000
Salgadinho,10747,2612109
Salgueiro,60453,2612208
Salo\u00e1,15779,2612307
Sanhar\u00f3,25979,2612406
Santa Cruz,15202,2612455
Santa Cruz da Baixa Verde,12501,2612471
Santa Cruz do Capibaribe,105761,2612505
Santa Filomena,14355,2612554
Santa Maria da Boa Vista,41652,2612604
Santa Maria do Cambuc\u00e1,14013,2612703
Santa Terezinha,11734,2612802
S\u00e3o Benedito do Sul,15683,2612901
S\u00e3o Bento do Una,58824,2613008
S\u00e3o Caitano,37023,2613107
S\u00e3o Jo\u00e3o,22628,2613206
S\u00e3o Joaquim do Monte,21257,2613305
S\u00e3o Jos\u00e9 da Coroa Grande,20963,2613404
S\u00e3o Jos\u00e9 do Belmonte,33804,2613503
S\u00e3o Jos\u00e9 do Egito,33704,2613602
S\u00e3o Louren\u00e7o da Mata,112099,2613701
S\u00e3o Vicente Ferrer,17904,2613800
Serra Talhada,85568,2613909
Serrita,19080,2614006
Sert\u00e2nia,35670,2614105
Sirinha\u00e9m,45263,2614204
Moreil\u00e2ndia,11238,2614303
Solid\u00e3o,5978,2614402
Surubim,64373,2614501
Tabira,28301,2614600
Tacaimb\u00f3,12853,2614709
Tacaratu,25368,2614808
Tamandar\u00e9,23100,2614857
Taquaritinga do Norte,28358,2615003
Terezinha,7120,2615102
Terra Nova,10437,2615201
Timba\u00faba,53083,2615300
Toritama,44189,2615409
Tracunha\u00e9m,13689,2615508
Trindade,30155,2615607
Triunfo,15221,2615706
Tupanatinga,26990,2615805
Tuparetama,8169,2615904
Venturosa,18258,2616001
Verdejante,9490,2616100
Vertente do L\u00e9rio,7641,2616183
Vertentes,20460,2616209
Vic\u00eancia,32429,2616308
Vit\u00f3ria de Santo Ant\u00e3o,137578,2616407
Xex\u00e9u,14651,2616506
\u00c1gua Branca,20467,2700102
Anadia,17818,2700201
Arapiraca,234185,2700300
Atalaia,47744,2700409
Barra de Santo Ant\u00f4nio,16064,2700508
Barra de S\u00e3o Miguel,8401,2700607
Batalha,18757,2700706
Bel\u00e9m,4453,2700805
Belo Monte,6797,2700904
Boca da Mata,27590,2701001
Branquinha,10675,2701100
Cacimbinhas,10897,2701209
Cajueiro,21526,2701308
Campestre,7024,2701357
Campo Alegre,57548,2701407
Campo Grande,9692,2701506
Canapi,17983,2701605
Capela,17354,2701704
Carneiros,9155,2701803
Ch\u00e3 Preta,7427,2701902
Coit\u00e9 do N\u00f3ia,10888,2702009
Col\u00f4nia Leopoldina,21926,2702108
Coqueiro Seco,5918,2702207
Coruripe,57498,2702306
Cra\u00edbas,24510,2702355
Delmiro Gouveia,52597,2702405
Dois Riachos,11214,2702504
Estrela de Alagoas,18435,2702553
Feira Grande,22481,2702603
Feliz Deserto,4806,2702702
Flexeiras,12966,2702801
Girau do Ponciano,41279,2702900
Ibateguara,15840,2703007
Igaci,26022,2703106
Igreja Nova,24793,2703205
Inhapi,18652,2703304
Jacar\u00e9 dos Homens,5356,2703403
Jacu\u00edpe,7135,2703502
Japaratinga,8453,2703601
Jaramataia,5676,2703700
Jequi\u00e1 da Praia,11782,2703759
Joaquim Gomes,24280,2703809
Jundi\u00e1,4231,2703908
Junqueiro,25093,2704005
Lagoa da Canoa,18175,2704104
Limoeiro de Anadia,28953,2704203
Macei\u00f3,1029129,2704302
Major Isidoro,20200,2704401
Maragogi,32940,2704500
Maravilha,9418,2704609
Marechal Deodoro,52260,2704708
Maribondo,13514,2704807
Mar Vermelho,3579,2704906
Mata Grande,25589,2705002
Matriz de Camaragibe,25012,2705101
Messias,17988,2705200
Minador do Negr\u00e3o,5413,2705309
Monteir\u00f3polis,7260,2705408
Murici,28579,2705507
Novo Lino,12821,2705606
Olho d\'\u00c1gua das Flores,21767,2705705
Olho d\'\u00c1gua do Casado,9459,2705804
Olho d\'\u00c1gua Grande,5195,2705903
Oliven\u00e7a,11772,2706000
Ouro Branco,11635,2706109
Palestina,5066,2706208
Palmeira dos \u00cdndios,74208,2706307
P\u00e3o de A\u00e7\u00facar,24792,2706406
Pariconha,10684,2706422
Paripueira,13252,2706448
Passo de Camaragibe,15461,2706505
Paulo Jacinto,7679,2706604
Penedo,64497,2706703
Pia\u00e7abu\u00e7u,18074,2706802
Pilar,35552,2706901
Pindoba,2953,2707008
Piranhas,25298,2707107
Po\u00e7o das Trincheiras,14575,2707206
Porto Calvo,27501,2707305
Porto de Pedras,7965,2707404
Porto Real do Col\u00e9gio,20327,2707503
Quebrangulo,11496,2707602
Rio Largo,76019,2707701
Roteiro,6774,2707800
Santa Luzia do Norte,7386,2707909
Santana do Ipanema,48232,2708006
Santana do Munda\u00fa,10899,2708105
S\u00e3o Br\u00e1s,7058,2708204
S\u00e3o Jos\u00e9 da Laje,24226,2708303
S\u00e3o Jos\u00e9 da Tapera,32626,2708402
S\u00e3o Lu\u00eds do Quitunde,34961,2708501
S\u00e3o Miguel dos Campos,61827,2708600
S\u00e3o Miguel dos Milagres,8022,2708709
S\u00e3o Sebasti\u00e3o,34551,2708808
Satuba,13949,2708907
Senador Rui Palmeira,14036,2708956
Tanque d\'Arca,6270,2709004
Taquarana,20205,2709103
Teot\u00f4nio Vilela,44666,2709152
Traipu,28070,2709202
Uni\u00e3o dos Palmares,66477,2709301
Vi\u00e7osa,26143,2709400
Amparo de S\u00e3o Francisco,2390,2800100
Aquidab\u00e3,21589,2800209
Aracaju,650106,2800308
Arau\u00e1,10362,2800407
Areia Branca,18489,2800506
Barra dos Coqueiros,29807,2800605
Boquim,26961,2800670
Brejo Grande,8322,2800704
Campo do Brito,18111,2801009
Canhoba,4058,2801108
Canind\u00e9 de S\u00e3o Francisco,29372,2801207
Capela,34050,2801306
Carira,21842,2801405
Carm\u00f3polis,16275,2801504
Cedro de S\u00e3o Jo\u00e3o,5933,2801603
Cristin\u00e1polis,18270,2801702
Cumbe,4012,2801900
Divina Pastora,5058,2802007
Est\u00e2ncia,69278,2802106
Feira Nova,5616,2802205
Frei Paulo,15349,2802304
Gararu,11736,2802403
General Maynard,3315,2802502
Graccho Cardoso,5870,2802601
Ilha das Flores,8611,2802700
Indiaroba,17810,2802809
Itabaiana,95196,2802908
Itabaianinha,41961,2803005
Itabi,4988,2803104
Itaporanga d\'Ajuda,34101,2803203
Japaratuba,18656,2803302
Japoat\u00e3,13238,2803401
Lagarto,104099,2803500
Laranjeiras,29700,2803609
Macambira,6920,2803708
Malhada dos Bois,3693,2803807
Malhador,12691,2803906
Maruim,17297,2804003
Moita Bonita,11438,2804102
Monte Alegre de Sergipe,15177,2804201
Muribeca,7683,2804300
Ne\u00f3polis,18953,2804409
Nossa Senhora Aparecida,8869,2804458
Nossa Senhora da Gl\u00f3ria,36613,2804508
Nossa Senhora das Dores,26624,2804607
Nossa Senhora de Lourdes,6530,2804706
Nossa Senhora do Socorro,181928,2804805
Pacatuba,14420,2804904
Pedra Mole,3254,2805000
Pedrinhas,9594,2805109
Pinh\u00e3o,6556,2805208
Pirambu,9241,2805307
Po\u00e7o Redondo,34529,2805406
Po\u00e7o Verde,23740,2805505
Porto da Folha,28735,2805604
Propri\u00e1,29834,2805703
Riach\u00e3o do Dantas,20014,2805802
Riachuelo,10196,2805901
Ribeir\u00f3polis,18641,2806008
Ros\u00e1rio do Catete,10699,2806107
Salgado,20168,2806206
Santa Luzia do Itanhy,14034,2806305
Santana do S\u00e3o Francisco,7751,2806404
Santa Rosa de Lima,3938,2806503
Santo Amaro das Brotas,12146,2806602
S\u00e3o Crist\u00f3v\u00e3o,89232,2806701
S\u00e3o Domingos,11133,2806800
S\u00e3o Francisco,3983,2806909
S\u00e3o Miguel do Aleixo,3943,2807006
Sim\u00e3o Dias,40838,2807105
Siriri,8851,2807204
Telha,3221,2807303
Tobias Barreto,52156,2807402
Tomar do Geru,13208,2807501
Umba\u00faba,25114,2807600
Aba\u00edra,9199,2900108
Abar\u00e9,20189,2900207
Acajutiba,15727,2900306
Adustina,17349,2900355
\u00c1gua Fria,17508,2900405
\u00c9rico Cardoso,11212,2900504
Aiquara,4725,2900603
Alagoinhas,155979,2900702
Alcoba\u00e7a,23376,2900801
Almadina,5985,2900900
Amargosa,38259,2901007
Am\u00e9lia Rodrigues,26409,2901106
Am\u00e9rica Dourada,16798,2901155
Anag\u00e9,19568,2901205
Andara\u00ed,13737,2901304
Andorinha,15490,2901353
Angical,14690,2901403
Anguera,11481,2901502
Antas,19569,2901601
Ant\u00f4nio Cardoso,12208,2901700
Ant\u00f4nio Gon\u00e7alves,12072,2901809
Apor\u00e1,18334,2901908
Apuarema,7730,2901957
Aracatu,13962,2902005
Ara\u00e7as,12608,2902054
Araci,55935,2902104
Aramari,11703,2902203
Arataca,11661,2902252
Aratu\u00edpe,9171,2902302
Aurelino Leal,12706,2902401
Baian\u00f3polis,14323,2902500
Baixa Grande,21403,2902609
Banza\u00ea,13765,2902658
Barra,54915,2902708
Barra da Estiva,22082,2902807
Barra do Cho\u00e7a,34121,2902906
Barra do Mendes,14560,2903003
Barra do Rocha,6258,2903102
Barreiras,157638,2903201
Barro Alto,15217,2903235
Barrocas,16296,2903276
Barro Preto,6251,2903300
Belmonte,24013,2903409
Belo Campo,18247,2903508
Biritinga,16653,2903607
Boa Nova,14069,2903706
Boa Vista do Tupim,19502,2903805
Bom Jesus da Lapa,70618,2903904
Bom Jesus da Serra,10477,2903953
Boninal,14760,2904001
Bonito,17131,2904050
Boquira,22464,2904100
Botupor\u00e3,10898,2904209
Brej\u00f5es,15122,2904308
Brejol\u00e2ndia,10833,2904407
Brotas de Maca\u00fabas,10974,2904506
Brumado,69677,2904605
Buerarema,19256,2904704
Buritirama,21786,2904753
Caatiba,7841,2904803
Cabaceiras do Paragua\u00e7u,19312,2904852
Cachoeira,35139,2904902
Cacul\u00e9,23817,2905008
Ca\u00e9m,10058,2905107
Caetanos,16106,2905156
Caetit\u00e9,52853,2905206
Cafarnaum,19006,2905305
Cairu,18224,2905404
Caldeir\u00e3o Grande,13713,2905503
Camacan,33310,2905602
Cama\u00e7ari,296893,2905701
Camamu,36644,2905800
Campo Alegre de Lourdes,30048,2905909
Campo Formoso,73448,2906006
Can\u00e1polis,10151,2906105
Canarana,26862,2906204
Canavieiras,33002,2906303
Candeal,8837,2906402
Candeias,89707,2906501
Candiba,14792,2906600
C\u00e2ndido Sales,26674,2906709
Cansan\u00e7\u00e3o,36191,2906808
Canudos,17316,2906824
Capela do Alto Alegre,12199,2906857
Capim Grosso,31392,2906873
Cara\u00edbas,9773,2906899
Caravelas,22740,2906907
Cardeal da Silva,9544,2907004
Carinhanha,30118,2907103
Casa Nova,73382,2907202
Castro Alves,27238,2907301
Catol\u00e2ndia,3669,2907400
Catu,56459,2907509
Caturama,9764,2907558
Central,17969,2907608
Chorroch\u00f3,11591,2907707
C\u00edcero Dantas,34676,2907806
Cip\u00f3,17739,2907905
Coaraci,19022,2908002
Cocos,19498,2908101
Concei\u00e7\u00e3o da Feira,23024,2908200
Concei\u00e7\u00e3o do Almeida,18229,2908309
Concei\u00e7\u00e3o do Coit\u00e9,68303,2908408
Concei\u00e7\u00e3o do Jacu\u00edpe,33876,2908507
Conde,26371,2908606
Conde\u00faba,18191,2908705
Contendas do Sincor\u00e1,4299,2908804
Cora\u00e7\u00e3o de Maria,23896,2908903
Cordeiros,8904,2909000
Coribe,14933,2909109
Coronel Jo\u00e3o S\u00e1,16814,2909208
Correntina,33361,2909307
Cotegipe,14414,2909406
Cravol\u00e2ndia,5576,2909505
Cris\u00f3polis,21835,2909604
Crist\u00f3polis,14403,2909703
Cruz das Almas,64932,2909802
Cura\u00e7\u00e1,35524,2909901
D\u00e1rio Meira,11716,2910008
Dias d\'\u00c1vila,80657,2910057
Dom Bas\u00edlio,12604,2910107
Dom Macedo Costa,4212,2910206
El\u00edsio Medrado,8461,2910305
Encruzilhada,19376,2910404
Entre Rios,43223,2910503
Esplanada,37845,2910602
Euclides da Cunha,61924,2910701
Eun\u00e1polis,115290,2910727
F\u00e1tima,18443,2910750
Feira da Mata,5922,2910776
Feira de Santana,627477,2910800
Filad\u00e9lfia,17176,2910859
Firmino Alves,5822,2910909
Floresta Azul,11244,2911006
Formosa do Rio Preto,25912,2911105
Gandu,33234,2911204
Gavi\u00e3o,4725,2911253
Gentio do Ouro,11639,2911303
Gl\u00f3ria,15840,2911402
Gongogi,7848,2911501
Governador Mangabeira,21495,2911600
Guajeru,8081,2911659
Guanambi,86808,2911709
Guaratinga,22154,2911808
Heli\u00f3polis,13718,2911857
Ia\u00e7u,25884,2911907
Ibiassuc\u00ea,10183,2912004
Ibicara\u00ed,23529,2912103
Ibicoara,19786,2912202
Ibicu\u00ed,16796,2912301
Ibipeba,18678,2912400
Ibipitanga,15413,2912509
Ibiquera,4214,2912608
Ibirapitanga,24293,2912707
Ibirapu\u00e3,8852,2912806
Ibirataia,17221,2912905
Ibitiara,16855,2913002
Ibitit\u00e1,17948,2913101
Ibotirama,27862,2913200
Ichu,6437,2913309
Igapor\u00e3,16283,2913408
Igrapi\u00fana,14187,2913457
Igua\u00ed,27939,2913507
Ilh\u00e9us,176341,2913606
Inhambupe,40453,2913705
Ipecaet\u00e1,15499,2913804
Ipia\u00fa,47704,2913903
Ipir\u00e1,62631,2914000
Ipupiara,10157,2914109
Irajuba,7521,2914208
Iramaia,9901,2914307
Iraquara,25536,2914406
Irar\u00e1,29879,2914505
Irec\u00ea,74483,2914604
Itabela,31422,2914653
Itaberaba,66806,2914703
Itabuna,221046,2914802
Itacar\u00e9,28382,2914901
Itaet\u00e9,16586,2915007
Itagi,13199,2915106
Itagib\u00e1,15577,2915205
Itagimirim,7291,2915304
Itagua\u00e7u da Bahia,14718,2915353
Itaju do Col\u00f4nia,7218,2915403
Itaju\u00edpe,21642,2915502
Itamaraju,67356,2915601
Itamari,8476,2915700
Itamb\u00e9,24901,2915809
Itanagra,6730,2915908
Itanh\u00e9m,20501,2916005
Itaparica,22866,2916104
Itap\u00e9,9830,2916203
Itapebi,10830,2916302
Itapetinga,77533,2916401
Itapicuru,36211,2916500
Itapitanga,10799,2916609
Itaquara,8592,2916708
Itarantim,20314,2916807
Itatim,14957,2916856
Itiru\u00e7u,13254,2916906
Iti\u00faba,37567,2917003
Itoror\u00f3,21241,2917102
Itua\u00e7u,19577,2917201
Ituber\u00e1,29428,2917300
Iui\u00fa,11399,2917334
Jaborandi,9056,2917359
Jacaraci,15459,2917409
Jacobina,83635,2917508
Jaguaquara,56033,2917607
Jaguarari,34499,2917706
Jaguaripe,19036,2917805
Janda\u00edra,11120,2917904
Jequi\u00e9,162209,2918001
Jeremoabo,41605,2918100
Jiquiri\u00e7\u00e1,15106,2918209
Jita\u00fana,12692,2918308
Jo\u00e3o Dourado,25646,2918357
Juazeiro,221773,2918407
Jucuru\u00e7u,9924,2918456
Jussara,16006,2918506
Jussari,6275,2918555
Jussiape,7066,2918605
Lafaiete Coutinho,3975,2918704
Lagoa Real,16029,2918753
Laje,24306,2918803
Lajed\u00e3o,4068,2918902
Lajedinho,4017,2919009
Lajedo do Tabocal,8886,2919058
Lamar\u00e3o,9007,2919108
Lap\u00e3o,28244,2919157
Lauro de Freitas,197636,2919207
Len\u00e7\u00f3is,11636,2919306
Lic\u00ednio de Almeida,12969,2919405
Livramento de Nossa Senhora,46739,2919504
Lu\u00eds Eduardo Magalh\u00e3es,83557,2919553
Macajuba,11879,2919603
Macarani,19110,2919702
Maca\u00fabas,50987,2919801
Macurur\u00e9,8266,2919900
Madre de Deus,21007,2919926
Maetinga,4456,2919959
Maiquinique,10274,2920007
Mairi,19695,2920106
Malhada,17526,2920205
Malhada de Pedras,8856,2920304
Manoel Vitorino,14251,2920403
Mansid\u00e3o,13959,2920452
Marac\u00e1s,23018,2920502
Maragogipe,46260,2920601
Mara\u00fa,21313,2920700
Marcion\u00edlio Souza,10931,2920809
Mascote,14728,2920908
Mata de S\u00e3o Jo\u00e3o,46998,2921005
Matina,12488,2921054
Medeiros Neto,23586,2921104
Miguel Calmon,27520,2921203
Milagres,11585,2921302
Mirangaba,18729,2921401
Mirante,9578,2921450
Monte Santo,51953,2921500
Morpar\u00e1,8950,2921609
Morro do Chap\u00e9u,36856,2921708
Mortugaba,12529,2921807
Mucug\u00ea,9957,2921906
Mucuri,42072,2922003
Mulungu do Morro,11988,2922052
Mundo Novo,27364,2922102
Muniz Ferreira,7678,2922201
Muqu\u00e9m de S\u00e3o Francisco,11644,2922250
Muritiba,30631,2922300
Mutu\u00edpe,22998,2922409
Nazar\u00e9,29546,2922508
Nilo Pe\u00e7anha,14368,2922607
Nordestina,13597,2922656
Nova Cana\u00e3,17141,2922706
Nova F\u00e1tima,8119,2922730
Nova Ibi\u00e1,6986,2922755
Nova Itarana,8428,2922805
Nova Reden\u00e7\u00e3o,9500,2922854
Nova Soure,25460,2922904
Nova Vi\u00e7osa,44052,2923001
Novo Horizonte,12514,2923035
Novo Triunfo,16037,2923050
Olindina,29227,2923100
Oliveira dos Brejinhos,22805,2923209
Ouri\u00e7angas,8916,2923308
Ourol\u00e2ndia,18025,2923357
Palmas de Monte Alto,22553,2923407
Palmeiras,9250,2923506
Paramirim,22286,2923605
Paratinga,32967,2923704
Paripiranga,30075,2923803
Pau Brasil,10673,2923902
Paulo Afonso,120706,2924009
P\u00e9 de Serra,14226,2924058
Pedr\u00e3o,7527,2924108
Pedro Alexandre,18209,2924207
Piat\u00e3,18267,2924306
Pil\u00e3o Arcado,35740,2924405
Pinda\u00ed,16889,2924504
Pindoba\u00e7u,21171,2924603
Pintadas,11012,2924652
Pira\u00ed do Norte,10411,2924678
Pirip\u00e1,11849,2924702
Piritiba,25211,2924801
Planaltino,9582,2924900
Planalto,26915,2925006
Po\u00e7\u00f5es,48861,2925105
Pojuca,39718,2925204
Ponto Novo,15830,2925253
Porto Seguro,149324,2925303
Potiragu\u00e1,8438,2925402
Prado,29326,2925501
Presidente Dutra,15734,2925600
Presidente J\u00e2nio Quadros,13334,2925709
Presidente Tancredo Neves,28082,2925758
Queimadas,26552,2925808
Quijingue,28632,2925907
Quixabeira,9411,2925931
Rafael Jambeiro,23562,2925956
Remanso,42672,2926004
Retirol\u00e2ndia,14730,2926103
Riach\u00e3o das Neves,23313,2926202
Riach\u00e3o do Jacu\u00edpe,34784,2926301
Riacho de Santana,36439,2926400
Ribeira do Amparo,15443,2926509
Ribeira do Pombal,54965,2926608
Ribeir\u00e3o do Largo,7437,2926657
Rio de Contas,13712,2926707
Rio do Ant\u00f4nio,15804,2926806
Rio do Pires,12130,2926905
Rio Real,41767,2927002
Rodelas,9405,2927101
Ruy Barbosa,32009,2927200
Salinas da Margarida,15772,2927309
Salvador,2953986,2927408
Santa B\u00e1rbara,21415,2927507
Santa Br\u00edgida,14976,2927606
Santa Cruz Cabr\u00e1lia,28552,2927705
Santa Cruz da Vit\u00f3ria,6698,2927804
Santa In\u00eas,11161,2927903
Santaluz,38422,2928000
Santa Luzia,13398,2928059
Santa Maria da Vit\u00f3ria,41769,2928109
Santana,27492,2928208
Santan\u00f3polis,9263,2928307
Santa Rita de C\u00e1ssia,29146,2928406
Santa Teresinha,10682,2928505
Santo Amaro,61961,2928604
Santo Ant\u00f4nio de Jesus,103342,2928703
Santo Est\u00eav\u00e3o,53898,2928802
S\u00e3o Desid\u00e9rio,33661,2928901
S\u00e3o Domingos,9404,2928950
S\u00e3o F\u00e9lix,15310,2929008
S\u00e3o F\u00e9lix do Coribe,15825,2929057
S\u00e3o Felipe,21964,2929107
S\u00e3o Francisco do Conde,40220,2929206
S\u00e3o Gabriel,19613,2929255
S\u00e3o Gon\u00e7alo dos Campos,38018,2929305
S\u00e3o Jos\u00e9 da Vit\u00f3ria,6045,2929354
S\u00e3o Jos\u00e9 do Jacu\u00edpe,10784,2929370
S\u00e3o Miguel das Matas,12092,2929404
S\u00e3o Sebasti\u00e3o do Pass\u00e9,45827,2929503
Sapea\u00e7u,18114,2929602
S\u00e1tiro Dias,20429,2929701
Saubara,12380,2929750
Sa\u00fade,13385,2929800
Seabra,45568,2929909
Sebasti\u00e3o Laranjeiras,11696,2930006
Senhor do Bonfim,81218,2930105
Serra do Ramalho,32991,2930154
Sento S\u00e9,41891,2930204
Serra Dourada,18320,2930303
Serra Preta,16036,2930402
Serrinha,83088,2930501
Serrol\u00e2ndia,13832,2930600
Sim\u00f5es Filho,136050,2930709
S\u00edtio do Mato,13437,2930758
S\u00edtio do Quinto,11283,2930766
Sobradinho,23713,2930774
Souto Soares,17503,2930808
Tabocas do Brejo Velho,13057,2930907
Tanha\u00e7u,21315,2931004
Tanque Novo,17884,2931053
Tanquinho,8232,2931103
Tapero\u00e1,21462,2931202
Tapiramut\u00e1,17845,2931301
Teixeira de Freitas,161690,2931350
Teodoro Sampaio,7936,2931400
Teofil\u00e2ndia,23378,2931509
Teol\u00e2ndia,15357,2931608
Terra Nova,13536,2931707
Tremedal,17700,2931806
Tucano,52540,2931905
Uau\u00e1,25773,2932002
Uba\u00edra,20800,2932101
Ubaitaba,20489,2932200
Ubat\u00e3,27527,2932309
Uiba\u00ed,14474,2932408
Umburanas,19522,2932457
Una,21331,2932507
Urandi,17356,2932606
Uru\u00e7uca,21711,2932705
Utinga,19780,2932804
Valen\u00e7a,98749,2932903
Valente,28743,2933000
V\u00e1rzea da Ro\u00e7a,14662,2933059
V\u00e1rzea do Po\u00e7o,9449,2933109
V\u00e1rzea Nova,13454,2933158
Varzedo,9375,2933174
Vera Cruz,43640,2933208
Vereda,6620,2933257
Vit\u00f3ria da Conquista,348718,2933307
Wagner,9753,2933406
Wanderley,12935,2933455
Wenceslau Guimar\u00e3es,22365,2933505
Xique-Xique,48365,2933604
Abadia dos Dourados,7059,3100104
Abaet\u00e9,23611,3100203
Abre Campo,13733,3100302
Acaiaca,4065,3100401
A\u00e7ucena,9997,3100500
\u00c1gua Boa,14370,3100609
\u00c1gua Comprida,2058,3100708
Aguanil,4440,3100807
\u00c1guas Formosas,19416,3100906
\u00c1guas Vermelhas,13576,3101003
Aimor\u00e9s,25711,3101102
Aiuruoca,6209,3101201
Alagoa,2752,3101300
Albertina,3046,3101409
Al\u00e9m Para\u00edba,35866,3101508
Alfenas,79707,3101607
Alfredo Vasconcelos,6775,3101631
Almenara,41794,3101706
Alpercata,7515,3101805
Alpin\u00f3polis,19846,3101904
Alterosa,14551,3102001
Alto Capara\u00f3,5791,3102050
Alto Rio Doce,11693,3102100
Alvarenga,4199,3102209
Alvin\u00f3polis,15599,3102308
Alvorada de Minas,3673,3102407
Amparo do Serra,4924,3102506
Andradas,40706,3102605
Cachoeira de Paje\u00fa,9479,3102704
Andrel\u00e2ndia,12507,3102803
Angel\u00e2ndia,8541,3102852
Ant\u00f4nio Carlos,11608,3102902
Ant\u00f4nio Dias,9637,3103009
Ant\u00f4nio Prado de Minas,1664,3103108
Ara\u00e7a\u00ed,2368,3103207
Aracitaba,2111,3103306
Ara\u00e7ua\u00ed,37361,3103405
Araguari,117445,3103504
Arantina,2873,3103603
Araponga,8544,3103702
Arapor\u00e3,6774,3103751
Arapu\u00e1,2883,3103801
Ara\u00fajos,8996,3103900
Arax\u00e1,104283,3104007
Arceburgo,10578,3104106
Arcos,39811,3104205
Areado,14956,3104304
Argirita,2859,3104403
Aricanduva,5192,3104452
Arinos,18243,3104502
Astolfo Dutra,14118,3104601
Atal\u00e9ia,13762,3104700
Augusto de Lima,5023,3104809
Baependi,19315,3104908
Baldim,8051,3105004
Bambu\u00ed,24018,3105103
Bandeira,4984,3105202
Bandeira do Sul,5739,3105301
Bar\u00e3o de Cocais,31968,3105400
Bar\u00e3o de Monte Alto,5648,3105509
Barbacena,136689,3105608
Barra Longa,5624,3105707
Barroso,20882,3105905
Bela Vista de Minas,10416,3106002
Belmiro Braga,3503,3106101
Belo Horizonte,2523794,3106200
Belo Oriente,26158,3106309
Belo Vale,7841,3106408
Berilo,12360,3106507
Bert\u00f3polis,4678,3106606
Berizal,4720,3106655
Betim,427146,3106705
Bias Fortes,3613,3106804
Bicas,14545,3106903
Biquinhas,2619,3107000
Boa Esperan\u00e7a,40530,3107109
Bocaina de Minas,5185,3107208
Bocai\u00fava,50168,3107307
Bom Despacho,50042,3107406
Bom Jardim de Minas,6644,3107505
Bom Jesus da Penha,4203,3107604
Bom Jesus do Amparo,6018,3107703
Bom Jesus do Galho,15459,3107802
Bom Repouso,10775,3107901
Bom Sucesso,17907,3108008
Bonfim,7020,3108107
Bonfin\u00f3polis de Minas,5764,3108206
Bonito de Minas,10951,3108255
Borda da Mata,19055,3108305
Botelhos,15322,3108404
Botumirim,6540,3108503
Brasil\u00e2ndia de Minas,16105,3108552
Bras\u00edlia de Minas,32732,3108602
Br\u00e1s Pires,4550,3108701
Bra\u00fanas,5003,3108800
Braz\u00f3polis,14889,3108909
Brumadinho,38863,3109006
Bueno Brand\u00e3o,11233,3109105
Buen\u00f3polis,10594,3109204
Bugre,4146,3109253
Buritis,24689,3109303
Buritizeiro,28335,3109402
Cabeceira Grande,6940,3109451
Cabo Verde,14330,3109501
Cachoeira da Prata,3710,3109600
Cachoeira de Minas,11646,3109709
Cachoeira Dourada,2691,3109808
Caetan\u00f3polis,11399,3109907
Caet\u00e9,44377,3110004
Caiana,5440,3110103
Cajuri,4108,3110202
Caldas,14529,3110301
Camacho,3064,3110400
Camanducaia,22057,3110509
Cambu\u00ed,29165,3110608
Cambuquira,13053,3110707
Campan\u00e1rio,3757,3110806
Campanha,16627,3110905
Campestre,21440,3111002
Campina Verde,20079,3111101
Campo Azul,3863,3111150
Campo Belo,54458,3111200
Campo do Meio,11878,3111309
Campo Florido,7886,3111408
Campos Altos,15387,3111507
Campos Gerais,29057,3111606
Cana\u00e3,4699,3111705
Can\u00e1polis,12117,3111804
Cana Verde,5735,3111903
Candeias,15147,3112000
Cantagalo,4517,3112059
Capara\u00f3,5489,3112109
Capela Nova,4805,3112208
Capelinha,37867,3112307
Capetinga,7152,3112406
Capim Branco,9678,3112505
Capin\u00f3polis,16250,3112604
Capit\u00e3o Andrade,5405,3112653
Capit\u00e3o En\u00e9as,15237,3112703
Capit\u00f3lio,8682,3112802
Caputira,9431,3112901
Cara\u00ed,23781,3113008
Carana\u00edba,3299,3113107
Caranda\u00ed,25376,3113206
Carangola,33559,3113305
Caratinga,91841,3113404
Carbonita,9544,3113503
Carea\u00e7u,6757,3113602
Carlos Chagas,19750,3113701
Carm\u00e9sia,2629,3113800
Carmo da Cachoeira,12350,3113909
Carmo da Mata,11559,3114006
Carmo de Minas,14822,3114105
Carmo do Cajuru,22136,3114204
Carmo do Parana\u00edba,30861,3114303
Carmo do Rio Claro,21458,3114402
Carm\u00f3polis de Minas,18995,3114501
Carneirinho,10072,3114550
Carrancas,4110,3114600
Carvalh\u00f3polis,3581,3114709
Carvalhos,4617,3114808
Casa Grande,2309,3114907
Cascalho Rico,3071,3115003
C\u00e1ssia,18057,3115102
Concei\u00e7\u00e3o da Barra de Minas,4050,3115201
Cataguases,75025,3115300
Catas Altas,5316,3115359
Catas Altas da Noruega,3666,3115409
Catuji,6612,3115458
Catuti,5151,3115474
Caxambu,22208,3115508
Cedro do Abaet\u00e9,1209,3115607
Central de Minas,7112,3115706
Centralina,10622,3115805
Ch\u00e1cara,3101,3115904
Chal\u00e9,5823,3116001
